NU_INSCRICAO,NU_NOTA_MT
73ff9fcc02f0a99919906c942c2e1a1042cdcf98,436.3868138623449
71a95f9f1b91a82c65ad94abbdf9f54e6066f968,455.8400614883752
b38a03232f43b11c9d0788abaf060f7366053b6d,596.5692856495409
70b682d9a3636be23f6120fa9d6b164eb3c6002d,460.87548429058535
715494628a50142ce8cb17191cfe6d0f3cae0934,540.468469503444
e656d6bad65c93fb2880f1eba5037008c8e75774,473.99999504354525
465cd2a6907fb37d9d8ad3c065f0e2dabdba9b13,509.1370552246028
11539e86171bf07d3a36f09377d7f54ebcc8406a,443.93814355793023
043c544a2104aa8a9849f1a703a08d37a2f16839,486.26892812415537
76ba050e64ad100b856f0eaabd8f539d5c7dd185,444.9849116797167
8b7c167ea7b55c8168ec60c3851b1b598a8fbd11,460.87548429058535
db4da599aab5bb08dce27094a35fd3e36cd0abce,460.87548429058535
940aede382ccb332fab15d413217695ec44ca765,456.37047209832656
9ad714b116da76d878dd399d187fccc2dd13dd63,590.3008574462863
dd34464a4d780b12a089347ad580418ac57a3055,499.4086095831823
f837a4cb05a5fd59d20138182f5e8c721eadd584,463.11522732943126
fbfa8cde21a692b51fb86342110b4a334a0fcfdb,460.87548429058535
ca8477c8493b09f34d17bb287f9bacf2dd744c32,460.87548429058535
8b0c675d7fde14953668269d378c588f0df0498b,460.87548429058535
051c4f04fcbe385e1b3964aeb87f0a41d7f203d0,434.67884525586555
3d203727f27abd83b71732d88d8cb1cc099f363b,446.03800145164604
d30d31c8ff45094e9a992c63d4a6f68b245a341a,520.347638415093
c0c6a803c271a955a7085a59cd3d4d43bcf7a1a6,460.87548429058535
cbc301183dec912f3513ca766bf03dd565f3a38f,461.8945643136892
856aa14bcd11bd289a3b970aab0ce1b166f2c50f,669.2772597282823
11282da1ee78c8db45a041db4c744e33df489df0,454.7190403854633
03c67f683a415c2ea09b582248bd4cb08528c19d,604.6741938650835
046e844fb06a07ba30b41521f0065a8d9c6e5024,434.44980824278724
b296bc595a212a2f89a35470a4bdbb3bfc3f7f1a,438.20743736783714
153eebe4d270fe850d2ede7f53cbc81a6f4ddf91,460.87548429058535
a4e821c6f16fdae0a26cbbb7018b75812dfd074b,460.87548429058535
f66c2e5ff22a95fa532e78c7c4bf1d145247211d,434.44980824278724
17f0dd5abd53dea135ffd020e8e8e0761b3a56aa,533.418199398178
fbbd23fcfb37cf90b8c1f58eafcab62771f3cd71,481.1530282145612
a99286ac4fdce6f63b59569b2d8ed85a5c911ea3,502.91971317863914
f8d4f9a26c5f2023c33701a8888f9c02513a02c7,485.71099495877075
9785b7d9ca2e8dccfe60ecc0cd2abe1ff51906be,451.17357719353504
59bfa081e020013410d9f60f91813964ba749bb2,434.67884525586555
f5e069ee3bc95998464e8ff5da048b7f999921ed,445.017084527951
e02240b518016d03a1b5bcc6d0a37b7a527ea93d,611.1249501669631
664f44258212a1f7e4086f2b4845d586c543fa3f,473.8658551905628
265cd7befa74a9f2a198fc57baec9858075f8419,446.4098574671583
6f9ac44919bbd204e0ef15185388fd2d4bc61253,483.1783251647903
78de1ee60b55766cc3eba4089e36c57139b66ebd,460.3985947405015
24550edb10f283ef4e953fd6a8fedbfa211bd456,460.87548429058535
1e61a474acdc043eb39a89c17fab34bd2ea1a940,435.5614563580777
940af68ded6af2875708611051aa7ff3f134d80b,483.9051208754463
e7ec3258f3b280c1ddf452d107fbdc9fb5a6b72e,486.99748347122977
c76ddf6e9f80984e901b12f9462a3cf029bea290,448.05121892851525
7d39df837488ca3fa6e512fd9e20ec7753b4c36d,457.8473349147218
65bba36aa15f0c4ef3562ea56c125d931bc4ed63,511.7112376441191
1045c54b5ea9f6e08454ec57c47e4ce0e33190bd,457.57498982801195
92823d467a2ced9529801e0e8a94802dd88f0c17,434.64903371064014
9d0fbf9bf1bb039de65a6d0e143c9a791c62b941,566.2837948355899
413cbb38b2e2522f8167ffb9daeac1347b281393,465.93729864046486
68985fad004092956a4b4ce94dd53dc76d07eaf7,480.0922459376923
bdca9aeb19521675af15f2c28d86f6bebc45a834,496.8685758002979
b65b19d42b7a4b644fe9f99366dcb37b120862d9,447.3805761084979
eda898aa8ec465cbac70de72ead0c6d688e5f95a,440.78425858864824
5357b6c09be4c7f3829b72f80de846a9228253cb,460.87548429058535
8d5c4481d736f6ce27976e400f4245bf10757608,434.67884525586555
226b53de56347e3f9b52c8e0ab811fb82e96b3fb,460.87548429058535
089613ac7dca24109f84c72a97c83b2768b1df1c,460.87548429058535
527773409bf373301dbd835e59a263c035c043b8,460.87548429058535
45c95a1640ada5c9206fde19c4ccf68929c5ec0c,460.87548429058535
c4cea54435c0fd0e171eed4c215479bb3ca86113,454.7725861964462
7d5cd89c6112b9a202a025a24355135bc60848c6,463.5636195689594
b70ab62384aa80545928a311f5b5d3db2f4d87ee,539.1438841778017
c96431dd924f366d2229a7f1455388b8cd85be49,555.8182097818334
1b72da5bb82cc150ecfe71218c02f155d694230b,460.87548429058535
e429507efe1c2680cc464481850117d17083cd88,460.87548429058535
dbaa6ee7502cbebb6f058fed5d2f960b19f451ac,443.93814355793023
e724482370ae6126008ade80b564ad8d8a0a7cbd,444.67198883850864
2ef4e2788e2f815f9a885c899f75d5dfeb234a02,656.8307540103409
c8762fee25b022eb5b4918f8f689e4fb6d19f73c,460.87548429058535
e14241b5119dc1ff2c99b9c0c478aad23d9d9d05,471.4017200500145
7f898f8939ae054359f83ee154bb91bc7dd2c959,547.1077514854155
3c52d067408ec25a676b6fbf5b5c6d63c77cb6bf,474.31306887455946
82e3b12c6366008fabc238f299f117074e78de5d,434.67884525586555
0d838be0e718ceb786cdb10fcc12559e00440240,469.0231673760338
1b092b6c437359bb84f0d0f8d1286a1083d0e0d4,484.0736024547683
5a9d89465845ac2d81366275cbb1a81d627efd36,460.87548429058535
c83fe640ba466ba904ac1055e53a875289888797,456.2444863335541
8855ae8971b9bd9b02c45a82c6c894a2e76ca542,461.3821374797897
a2945f1e7fbadac669590b7d9fafb6c900bca3d0,434.44980824278724
328639a0c753715c30a58bae70c82f2101153eb3,456.1513936420843
ffc5eb6764d7640edfbdaf4648cd54a12c94dea9,460.87548429058535
643a0eb394b50694c74d5b5fc70b7f7f7c93f9c7,511.82412306989215
f56746cc2900258507d2b32c126f8db090db856f,456.12498147484797
1a4963b5fea8bb25c67750cdafbe84b01efad177,429.1967910797571
b520c940e62f4ed684417e7eacf00d85752060da,486.0507831270274
2e170cf2651ed448991af6fc5df15167733b2d8f,468.9598893030974
6efdd93a0ae289be6bb5a400bfc1deb077d75886,434.67884525586555
72ac2acc787d8cba0934cca3810ac091d792c8db,499.2465255531559
92a25eee14554806f081869cc9dac868fd1860fb,454.49435887476955
1f12a9b01eb9ef227a5482f498f3354bd485d9a3,434.67884525586555
acfcaf61fe2a8ec90ea2648c3125b7dc4dd13b74,455.3840479435652
7ec2f787b9f57044bd98c0d4854f521c9f9ec635,512.665281178933
e8d2d318a1e057e9cac8384f1269a86c4b36e0a7,455.10529578298997
1730807e4916c5f7e8ab21e02ac5657bcea3e732,460.87548429058535
b45fb481022f31dd47c63c1c3e2ccc3b5915b67d,460.97261935673254
1a46d99716282410d1170f0f35069b34e34415d4,448.6660011613159
0467e022da4ef897f666bc76f31e1bc8976f7e92,465.43895740771774
993aca0d5eac6741117947c82a3647102096255e,443.55013406988604
94c96ade6ade21deb080bba6aad537fc4f195d47,487.3399477915087
36bb672077a46a3e4755cef90437a616d28bdf23,455.1505222177764
e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,438.09789143900315
328ca19128d276eb4fbc309c54ec7f346c803d2f,759.159861149569
27cdb62f0a2a5467efeb30aafbf246ed2320c532,437.0957892525465
c52cae37c3653620bbec72264c502f45ca2a8671,460.87548429058535
f9ef2695eb0986666093945894b8f2fee351bf22,495.0522153791658
2178c497293d0cab01ce74f5105b1a398fb12d8e,460.87548429058535
e21faa0c07406dde71ec02f266b19b314ba8b0e2,460.87548429058535
8a021391cdaac100dab56c59284bd50137a74129,536.5909493029352
12ee0df69325d97cb95404958c4acf4112aeab8a,460.87548429058535
b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,486.57728811508804
66cf0f8b5af2466f9616fd15c0c10344df84982a,460.87548429058535
720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,456.15142817257504
60edc5708acd60680891ea15379dd07c7a5924ff,460.87548429058535
b9f786712775e0d1d735398d710b01f404c985a3,434.67884525586555
564958997e204bda06fbe90afc4722805c78a855,577.6343813352798
36f38ea81d1305770cd5153f1e1667fe8a1eb47f,434.67884525586555
527098f4ee3ceb5c393981930d23b8fe154f4db9,460.87548429058535
5a42c3f801e77d628649a6c34f3a4e5b80f232f7,476.5606879537944
8296743fdd105ce9183561cf5b359b0a3781465e,436.8283747948861
a3b79e8c739832c77df2ba6bcdb23a7518155a33,460.87548429058535
