NU_INSCRICAO,NU_NOTA_MT
73ff9fcc02f0a99919906c942c2e1a1042cdcf98,420.6445000000003
71a95f9f1b91a82c65ad94abbdf9f54e6066f968,447.1665000000002
b38a03232f43b11c9d0788abaf060f7366053b6d,591.465
70b682d9a3636be23f6120fa9d6b164eb3c6002d,0.0
715494628a50142ce8cb17191cfe6d0f3cae0934,533.0195000000001
e656d6bad65c93fb2880f1eba5037008c8e75774,466.60799999999995
465cd2a6907fb37d9d8ad3c065f0e2dabdba9b13,513.7874999999999
11539e86171bf07d3a36f09377d7f54ebcc8406a,427.6505000000002
043c544a2104aa8a9849f1a703a08d37a2f16839,470.26350000000014
76ba050e64ad100b856f0eaabd8f539d5c7dd185,432.39850000000035
8b7c167ea7b55c8168ec60c3851b1b598a8fbd11,0.0
db4da599aab5bb08dce27094a35fd3e36cd0abce,0.0
940aede382ccb332fab15d413217695ec44ca765,445.93000000000023
9ad714b116da76d878dd399d187fccc2dd13dd63,584.1945
dd34464a4d780b12a089347ad580418ac57a3055,501.93250000000006
f837a4cb05a5fd59d20138182f5e8c721eadd584,453.7395000000002
fbfa8cde21a692b51fb86342110b4a334a0fcfdb,0.0
ca8477c8493b09f34d17bb287f9bacf2dd744c32,0.0
8b0c675d7fde14953668269d378c588f0df0498b,0.0
051c4f04fcbe385e1b3964aeb87f0a41d7f203d0,417.70500000000027
3d203727f27abd83b71732d88d8cb1cc099f363b,441.3400000000001
d30d31c8ff45094e9a992c63d4a6f68b245a341a,0.0
c0c6a803c271a955a7085a59cd3d4d43bcf7a1a6,0.0
cbc301183dec912f3513ca766bf03dd565f3a38f,454.35950000000014
856aa14bcd11bd289a3b970aab0ce1b166f2c50f,677.9450000000003
11282da1ee78c8db45a041db4c744e33df489df0,439.52050000000025
03c67f683a415c2ea09b582248bd4cb08528c19d,607.9524999999999
046e844fb06a07ba30b41521f0065a8d9c6e5024,419.5460000000002
b296bc595a212a2f89a35470a4bdbb3bfc3f7f1a,426.89750000000026
